<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20210910;114500;72806.0000000;72812.0000000;72803.0000000;72805.0000000;1347
20210910;114600;72805.0000000;72818.0000000;72802.0000000;72810.0000000;1937
20210910;114700;72810.0000000;72812.0000000;72805.0000000;72805.0000000;705
20210910;114800;72805.0000000;72805.0000000;72791.0000000;72800.0000000;1830
20210910;114900;72798.0000000;72798.0000000;72795.0000000;72796.0000000;151
20210910;115000;72797.0000000;72799.0000000;72791.0000000;72794.0000000;979
20210910;115100;72792.0000000;72802.0000000;72792.0000000;72798.0000000;756
20210910;115200;72800.0000000;72802.0000000;72794.0000000;72800.0000000;1810
20210910;115300;72800.0000000;72804.0000000;72796.0000000;72802.0000000;1047
20210910;115400;72801.0000000;72803.0000000;72796.0000000;72799.0000000;460
20210910;115500;72798.0000000;72800.0000000;72796.0000000;72800.0000000;1166
20210910;115600;72800.0000000;72803.0000000;72799.0000000;72803.0000000;566
20210910;115700;72804.0000000;72815.0000000;72801.0000000;72815.0000000;1192
20210910;115800;72814.0000000;72818.0000000;72811.0000000;72817.0000000;1775
20210910;115900;72818.0000000;72820.0000000;72810.0000000;72814.0000000;1775
20210910;120000;72812.0000000;72816.0000000;72805.0000000;72816.0000000;2119
20210910;120100;72817.0000000;72823.0000000;72812.0000000;72818.0000000;990
20210910;120200;72818.0000000;72820.0000000;72808.0000000;72809.0000000;952
20210910;120300;72811.0000000;72816.0000000;72809.0000000;72814.0000000;239
20210910;120400;72815.0000000;72822.0000000;72806.0000000;72815.0000000;1690
20210910;120500;72813.0000000;72815.0000000;72804.0000000;72804.0000000;1182
20210910;120600;72804.0000000;72808.0000000;72804.0000000;72806.0000000;460
20210910;120700;72806.0000000;72818.0000000;72806.0000000;72812.0000000;2731
