<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20200106;141000;62629.0000000;62633.0000000;62620.0000000;62627.0000000;609
20200106;141100;62627.0000000;62635.0000000;62621.0000000;62625.0000000;457
20200106;141200;62625.0000000;62638.0000000;62625.0000000;62637.0000000;382
20200106;141300;62638.0000000;62638.0000000;62626.0000000;62626.0000000;508
20200106;141400;62627.0000000;62631.0000000;62619.0000000;62631.0000000;393
20200106;141500;62633.0000000;62638.0000000;62630.0000000;62632.0000000;262
20200106;141600;62631.0000000;62637.0000000;62625.0000000;62632.0000000;368
20200106;141700;62631.0000000;62641.0000000;62624.0000000;62625.0000000;394
20200106;141800;62623.0000000;62636.0000000;62621.0000000;62627.0000000;329
20200106;141900;62626.0000000;62638.0000000;62623.0000000;62637.0000000;760
20200106;142000;62637.0000000;62639.0000000;62633.0000000;62636.0000000;240
20200106;142100;62634.0000000;62636.0000000;62625.0000000;62626.0000000;466
20200106;142200;62624.0000000;62629.0000000;62611.0000000;62611.0000000;546
20200106;142300;62611.0000000;62613.0000000;62590.0000000;62597.0000000;1354
20200106;142400;62595.0000000;62602.0000000;62588.0000000;62595.0000000;734
20200106;142500;62595.0000000;62598.0000000;62590.0000000;62590.0000000;260
20200106;142600;62592.0000000;62594.0000000;62580.0000000;62587.0000000;1643
20200106;142700;62588.0000000;62595.0000000;62585.0000000;62592.0000000;497
20200106;142800;62592.0000000;62596.0000000;62588.0000000;62596.0000000;251
20200106;142900;62597.0000000;62604.0000000;62595.0000000;62598.0000000;398
20200106;143000;62598.0000000;62600.0000000;62575.0000000;62575.0000000;1964
20200106;143100;62577.0000000;62584.0000000;62574.0000000;62575.0000000;621
20200106;143200;62575.0000000;62576.0000000;62568.0000000;62573.0000000;900
20200106;143300;62575.0000000;62596.0000000;62571.0000000;62594.0000000;1251
20200106;143400;62594.0000000;62598.0000000;62587.0000000;62592.0000000;849
20200106;143500;62592.0000000;62595.0000000;62581.0000000;62595.0000000;576
20200106;143600;62592.0000000;62601.0000000;62591.0000000;62595.0000000;669
20200106;143700;62595.0000000;62603.0000000;62593.0000000;62599.0000000;447
20200106;143800;62598.0000000;62601.0000000;62594.0000000;62599.0000000;375
20200106;143900;62597.0000000;62606.0000000;62596.0000000;62599.0000000;645
20200106;144000;62598.0000000;62605.0000000;62593.0000000;62601.0000000;402
20200106;144100;62603.0000000;62606.0000000;62600.0000000;62603.0000000;164
20200106;144200;62604.0000000;62604.0000000;62595.0000000;62597.0000000;182
20200106;144300;62600.0000000;62604.0000000;62595.0000000;62596.0000000;212
20200106;144400;62598.0000000;62602.0000000;62594.0000000;62596.0000000;172
20200106;144500;62596.0000000;62603.0000000;62594.0000000;62603.0000000;526
20200106;144600;62605.0000000;62610.0000000;62597.0000000;62600.0000000;306
20200106;144700;62598.0000000;62604.0000000;62597.0000000;62602.0000000;150
20200106;144800;62603.0000000;62608.0000000;62600.0000000;62604.0000000;355
20200106;144900;62601.0000000;62608.0000000;62601.0000000;62606.0000000;186
20200106;145000;62603.0000000;62603.0000000;62582.0000000;62585.0000000;896
20200106;145100;62588.0000000;62588.0000000;62581.0000000;62586.0000000;235
20200106;145200;62586.0000000;62590.0000000;62582.0000000;62586.0000000;457
20200106;145300;62587.0000000;62590.0000000;62581.0000000;62589.0000000;494
20200106;145400;62588.0000000;62600.0000000;62582.0000000;62596.0000000;746
20200106;145500;62598.0000000;62602.0000000;62593.0000000;62599.0000000;469
20200106;145600;62599.0000000;62600.0000000;62591.0000000;62598.0000000;1018
